name,score,status
Cc1ccc2c(c1)[C@H]1CN(C)CC[C@H]1N2.Cl.Cl,4,PASS
OC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1,4,PASS
Cc1nnc2ccc(-c3cccc(C(F)(F)F)c3)nn12,4,PASS
CN1CCc2cc(Cl)c(O)cc2[C@H]2c3ccccc3CC[C@@H]21,4,PASS
N#CC(c1ccccc1)c1ccc(N)cc1Cl,4,PASS
C=CCN1CCc2nc(N)sc2CC1.Cl.Cl,4,PASS
CCNC1C2CCC(C2)C1c1ccccc1.Cl,4,PASS
C[C@]12CC[C@@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)CO)CC[C@@H]12,4,PASS
CCC1(N2CCCCC2)C(=O)NC(=O)NC1=O,4,PASS
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=S(=O)(O)CCS(=O)(=O)O,3,PASS
O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,4,PASS
c1cnc(N2CCNCC2)nc1,4,PASS
CCCC(CCC)C(=O)[O-].CCCC(CCC)C(=O)[O-].[Ca+2],4,PASS
COc1cc(CC(C)N)c(OC)cc1C,4,PASS
COc1cc(CC(C)N)c(OC)cc1C.Cl,4,PASS
C=CCc1ccc(O)c(-c2ccc(O)c(CC=C)c2)c1,4,PASS
COc1cc2c(cc1OC)[C@@H]1Cc3ccc(OC)c(OC)c3CN1CC2,4,PASS
COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,4,PASS
CC1(C)CN(CCN2CCN(c3cccc(Cl)c3)C2=O)C1,4,PASS
COC(=O)C(CN)c1c[nH]c2ccc(OC)cc12,4,PASS
COC(=O)C(CN)c1c[nH]c2ccc(OC)cc12.Cl,4,PASS
CN(C)CC(=O)C=C1c2ccccc2CCc2ccccc21,4,PASS
Cl.Cl.OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,4,PASS
CNCCCC12CCC(c3ccccc31)c1ccccc12.Cl,4,PASS
CCOc1ccccc1OCC1CNCCO1.Cl,4,PASS
Cc1nn(C)c2c1C(c1ccccc1F)=NCC(=O)N2C.Cl,4,PASS
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.Cl,4,PASS
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.O=C(O)CCC(=O)O,4,PASS
CS(=O)(=O)O.O=C1CC2(CCCC2)CC(=O)N1CCNCC1COc2ccccc2O1,4,PASS
CNC(C)Cc1ccc2c(c1)OCO2.Cl,4,PASS
Cl.O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1,4,PASS
C=CCOc1ccccc1OCC(O)CNC(C)C.Cl,4,PASS
CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,4,PASS
Cc1ccc2c(c1)c1c3n2CCNC3CCC1,4,PASS
OCCC1CCN(CCC=C2c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,3,PASS
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O.Cl,4,PASS
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,3,PASS
CN1CCN2c3ccccc3Cc3ccccc3C2C1.Cl,4,PASS
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21.Cl,4,PASS
Cl.Cl.OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,2,FAIL
CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1.Cl,4,PASS
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1.Cl.Cl,3,PASS
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2.Cl,3,PASS
COCc1c(C(=O)OC(C)C)ncc2[nH]c3ccc(OCc4ccccc4)cc3c12,3,PASS
CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,4,PASS
CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN,4,PASS
CNC1Cc2ccccc2N(C)c2ccccc21,4,PASS
Cc1ccc2c(c1)C1CN(C)CCC1N2,4,PASS
CNCCCN1c2ccccc2CCc2ccccc21.Cl,4,PASS
CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1.Cl.O,4,PASS
CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1.Cl,3,PASS
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.Cl,3,PASS
Cl.O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,4,PASS
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1.Cl,4,PASS
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1.Cl,4,PASS
Cl.Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,4,PASS
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,4,PASS
COc1cc(CC(C)N)c(OC)cc1Br,4,PASS
NNCCc1ccccc1.O=S(=O)(O)O,4,PASS
O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,4,PASS
Cl.O.O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,4,PASS
CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,4,PASS
CNCC[C@H](Oc1cccc2ccccc12)c1cccs1.Cl,3,PASS
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,4,PASS
O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccc(F)cc2)CC1,4,PASS
O=C(O)CC(O)(CC(=O)O)C(=O)O.O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,3,PASS
O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,4,PASS
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O.Cl.O.O,4,PASS
O=C(NCCN1CCN(c2cccc3c2OC[C@H](CO)O3)CC1)c1ccc(F)cc1,4,PASS
O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1,4,PASS
CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,4,PASS
CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1.Cl,4,PASS
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1.Cl,3,PASS
CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,3,PASS
CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,4,PASS
CNC[C@H](O)CC12CCC(c3ccccc31)c1ccccc12,4,PASS
C[C@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@@H](C)N1,4,PASS
C[C@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@@H](C)N1.Cl.Cl,4,PASS
CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,2,FAIL
CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1,4,PASS
C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,4,PASS
C1=Cc2cccc(OCC3CNCCO3)c2C1.Cl,4,PASS
c1ccc2c(CCC3CCNCC3)c[nH]c2c1,4,PASS
C[NH2+]CCCCOc1ccccc1Cc1ccccc1.[Cl-],4,PASS
Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,4,PASS
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2.Cl,4,PASS
CN1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1,4,PASS
CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,3,PASS
CNCC(O)CC12CCC(c3ccccc31)c1ccccc12,4,PASS
CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,4,PASS
CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,4,PASS
CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1.Cl,3,PASS
CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1,4,PASS
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21.Cl,4,PASS
CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C.Cl,4,PASS
Cl.O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,4,PASS
Cc1nn(C)c2c1C(c1ccccc1F)=NCC(=O)N2C,4,PASS
Cc1cccc(N2CC(CO)OC2=O)c1,4,PASS
CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,4,PASS
OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,2,FAIL
CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1.Cl,3,PASS
Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1.Cl.Cl,4,PASS
CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21,4,PASS
COc1ccc(CC(C)N)cc1,4,PASS
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,4,PASS
CCNC1=Nc2ccc(Cl)cc2C(C)(c2ccccc2)O1,4,PASS
CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,4,PASS
N[C@H]1C[C@@H]1c1ccccc1,4,PASS
CC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,4,PASS
CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21,4,PASS
CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21.Cl,3,PASS
CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,4,PASS
Cl.Cl.NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccccc32)CC1.O,3,PASS
CN(C)CCC=C1c2ccccc2C=Cc2ccccc21.Cl,4,PASS
CN(C)CCCn1c2c(c3ccccc31)CCCCCC2,4,PASS
CN(C)CCON=C1c2ccccc2CCc2ccccc21,4,PASS
C[NH+](C)CCON=C1c2ccccc2CCc2ccccc21.[Cl-],4,PASS
N[C@@H]1C[C@H]1c1ccccc1,4,PASS
CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2.O=C(O)C=CC(=O)O,4,PASS
CC(CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21,4,PASS
OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,4,PASS
O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,4,PASS
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,3,PASS
CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,4,PASS
O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,4,PASS
CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,4,PASS
CC1CC[NH+](CCCC(=O)c2ccc(F)cc2)CC1.[Cl-],4,PASS
COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1,4,PASS
CCNC1C2CCC(C2)C1c1ccccc1,4,PASS
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21.Cl.Cl,4,PASS
NCC(CC(=O)O)c1ccccc1,4,PASS
[Cl-].c1ccc(C2([NH+]3CCCCC3)CCCCC2)cc1,4,PASS
COc1ccc2[nH]cc(CCO)c2c1,4,PASS
OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1,4,PASS
CCN(CC)c1nc(Cl)nc(N(CC)CC)n1,4,PASS
O=C([O-])[O-].[Li+].[Li+],4,PASS
CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl,4,PASS
O=c1ccc2ccc3occc3c2o1,4,PASS
CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,4,PASS
CN(C)CCc1c[nH]c2ccc(O)cc12,4,PASS
C/N=C1/CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1.Cl,4,PASS
CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,4,PASS
OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,4,PASS
CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,4,PASS
CN(C)CCCN1c2ccccc2CCc2ccccc21.Cl,4,PASS
c1ccc(C2(N3CCCCC3)CCCCC2)cc1,4,PASS
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,4,PASS
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl,3,PASS
CN(C)CCc1c[nH]c2ccccc12,4,PASS
CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,4,PASS
CN(C)CCCN1c2ccccc2Sc2ccccc21.Cl,4,PASS
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,3,PASS
CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,4,PASS
CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,4,PASS
CCOc1ccccc1OCC1CNCCO1,4,PASS
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,4,PASS
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,4,PASS
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,3,PASS
O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,4,PASS
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,4,PASS
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,4,PASS
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,4,PASS
NC1CC1c1ccccc1,4,PASS
CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,4,PASS
CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,4,PASS
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,3,PASS
COc1cc2c(cc1OC)C1Cc3ccc(OC)c(OC)c3CN1CC2,4,PASS
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,4,PASS
C=CCN1CCc2nc(N)sc2CC1,4,PASS
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC,4,PASS
CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,4,PASS
O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,4,PASS
CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,4,PASS
Cn1ccc2cc3c(cc21)CCN3C(=O)Nc1cccnc1,4,PASS
CCCN1CCOC2c3cc(O)ccc3OCC21,4,PASS
COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,4,PASS
Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,3,PASS
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,4,PASS
c1ccc2nc(N3CCNCC3)ccc2c1,4,PASS
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,4,PASS
CN(C)CCc1c[nH]c2cccc(O)c12,4,PASS
CNCCCC1c2ccccc2C=Cc2ccccc21,4,PASS
CN(C)CCCN1c2ccccc2Sc2ccccc21,4,PASS
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4,PASS
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,4,PASS
Cc1nc2ccccn2c(=O)c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1,4,PASS
NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,4,PASS
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4,PASS
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,4,PASS
C=CCOc1ccccc1OCC(O)CNC(C)C,4,PASS
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,4,PASS
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,4,PASS
Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1,4,PASS
CNCCC=C1c2ccccc2CCc2ccccc21,4,PASS
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,4,PASS
CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,4,PASS
O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,4,PASS
CNc1cc(OC)c(C(=O)NC2CCN(Cc3ccccc3)C2C)cc1Cl,4,PASS
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,4,PASS
C#CCN(C)CCCOc1ccc(Cl)cc1Cl,4,PASS
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,4,PASS
CN1CCN2c3ncccc3Cc3ccccc3C2C1,4,PASS
Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,4,PASS
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,4,PASS
CN1CCN2c3ccccc3Cc3ccccc3C2C1,4,PASS
CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,4,PASS
CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21,4,PASS
COc1cc(CCN)cc(OC)c1OC,4,PASS
CCCC(C)(COC(N)=O)COC(N)=O,4,PASS
CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,4,PASS
CNCCCC12CCC(c3ccccc31)c1ccccc12,4,PASS
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,4,PASS
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,4,PASS
CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,3,PASS
COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,4,PASS
Cc1cc(C(=O)NNCc2ccccc2)no1,4,PASS
CC(C)NNC(=O)c1ccncc1,4,PASS
C1=Cc2cccc(OCC3CNCCO3)c2C1,4,PASS
CN(C)CCCN1c2ccccc2CCc2ccccc21,4,PASS
NNCCc1ccccc1,4,PASS
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,4,PASS
NCC1(CC(=O)O)CCCCC1,4,PASS
COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,4,PASS
O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,3,PASS
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,4,PASS
CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,2,FAIL
CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,2,FAIL
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,4,PASS
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,4,PASS
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,4,PASS
CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,4,PASS
CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,4,PASS
CCOC(=O)C1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=O,4,PASS
CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C,4,PASS
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,4,PASS
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,4,PASS
CN(C)CCC=C1c2ccccc2COc2ccccc21,4,PASS
CCCC(CCC)C(=O)O,4,PASS
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,4,PASS
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,4,PASS
CNCCCN1c2ccccc2CCc2ccccc21,4,PASS
CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,4,PASS
Clc1ccc2c(c1)NC(N1CCNCC1)=c1ccccc1=N2,4,PASS
CN1CCN(C2=c3ccccc3=Nc3ccc(Cl)cc3N2)CC1,4,PASS
O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,4,PASS
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,4,PASS
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,4,PASS
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,4,PASS
CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,4,PASS
C/N=C1/CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,4,PASS
NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccccc32)CC1,4,PASS
NC(=O)N1c2ccccc2C=Cc2ccccc21,4,PASS
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,4,PASS
O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,4,PASS
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,4,PASS
CNCCCCOc1ccccc1Cc1ccccc1,4,PASS
COc1ccc(C(=O)N2CCCC2=O)cc1,4,PASS
Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,4,PASS
CN(C)CCC=C1c2ccccc2CCc2ccccc21,4,PASS
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,4,PASS
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,4,PASS
CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1,4,PASS
O=[N+]([O-])c1cccc2cn[nH]c12,4,PASS
CNC(C)Cc1ccc2c(c1)OCO2,4,PASS
CC(N)Cc1ccc2c(c1)OCO2,4,PASS
C=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,4,PASS
COc1cc(CC(C)N)c(OC)cc1I,4,PASS
O=C(O)C(=O)Cc1c[nH]c2ccccc12,4,PASS
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,4,PASS
NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,4,PASS
